n_inmuebles;titulo;distrito;area;cuartos;aseos;latitud;longitud;precio;
7648;Departamento en Venta Calle Octavio Espinosa Cuadra 4 - 4° Piso, San Isidro, Lima;San Isidro;250.0;3.0;4.0;-12.106913;-77.05411;480000.0;
7649;Departamento en Venta Pasaje Almagro 1xx, La Victoria, Lima;La Victoria;70.0;1.0;1.0;-12.0719385;-77.01719;120000.0;
7650;Duplex en Venta Jr. Pacaritambo- Chacarilla - San Borja, San Borja, Lima;San Borja;250.0;3.0;3.0;-12.104458762225887;-76.98085620571287;380000.0;
7651;Departamento en Venta Av Miro Quesada, San Isidro, Lima;San Isidro;204.0;3.0;4.0;-12.098668;-77.051186;650000.0;
7652;Departamento en Venta Calle Monte Caoba N°5xx- Primer Piso, Santiago De Surco, Lima;Santiago de Surco;149.0;3.0;4.0;-12.138638;-76.983246;230000.0;
7653;Duplex en Venta Urbanizacion La Talana, Santiago De Surco, Lima;Santiago de Surco;87.0;2.0;2.0;-12.1416088;-76.99181550000003;140000.0;
7654;Departamento en Venta Av. Angamos Oeste, Miraflores, Lima;Miraflores;165.0;2.0;3.0;-12.114037;-77.038055;400000.0;
7655;Penthouse en Venta Villarán 2xx Piso 5, Aurora, Miraflores, Lima;Miraflores;359.0;3.0;4.5;-12.124357;-77.01096239999998;661000.0;
7656;Departamento en Venta Bre�a, Lima;Bre�a;71.0;3.0;2.0;-12.0551024;-77.05619200000002;80313.0;
7657;Departamento en Venta Bre�a, Lima;Bre�a;80.0;3.0;2.0;-12.0530256;-77.05501909999998;91119.0;
7658;Departamento en Venta Lorenzo La Encalada 428, Rimac, Lima;Rimac;60.0;6.0;2.0;-12.02427689302135;-77.0306051610687;52000.0;
7659;Departamento en Venta San Miguel, Lima;San Miguel;79.0;3.0;2.0;-12.0782864;-77.09371249999998;106267.0;
7660;Departamento en Venta San Isidro, Lima;San Isidro;334.0;3.0;3.5;-12.0971829;-77.03258499999998;1600000.0;
7661;Departamento en Venta Lince, Lima;Lince;51.0;1.0;1.0;-12.0853194;-77.03577610000002;65000.0;
7662;Departamento en Venta Miraflores, Lima;Miraflores;126.0;2.0;4.0;-12.115886;-77.03814950000003;316000.0;
7663;Departamento en Venta Miguel Aljovin, Santiago De Surco, Lima;Santiago de Surco;85.0;3.0;2.0;-12.129610000000001;-77.016846;165000.0;
7664;Departamento en Venta Chacarilla, Santiago De Surco, Lima;Santiago de Surco;150.0;3.0;3.5;-12.1416088;-76.99181550000003;365000.0;
7665;Departamento en Venta Chacarilla, Santiago De Surco, Lima;Santiago de Surco;151.0;3.0;3.5;-12.1416088;-76.99181550000003;358000.0;
7666;Departamento en Venta Calle Valle Riestra, Pueblo Libre, Lima;Pueblo Libre;119.0;3.0;3.0;-12.076046;-77.069786;149098.0;
7667;Departamento en Venta Av. Javier Prado Oeste  San Isidro., Cercado De Lima, Lima;Cercado de Lima;134.0;3.0;4.0;-12.093848;-77.04391;225210.0;
7668;Departamento en Venta Av. Federico Gallese 880, San Miguel, Lima;San Miguel;85.0;3.0;2.0;-12.077492999999999;-77.09340170000002;115000.0;
7669;Departamento en Venta Calle Los Choros Lote 30, Punta Hermosa, Lima;Punta Hermosa;82.0;3.0;3.0;-12.311119999999999;-76.83846;89900.0;
7670;Departamento en Venta Surquillo, Lima;Surquillo;60.0;2.0;2.0;-12.120627800000001;-77.00354119999997;90000.0;
7671;Departamento en Venta El Mirador, Casuarinas, Santiago De Surco, Lima;Santiago de Surco;227.0;3.0;3.0;-12.142841;-77.009575;567575.0;
7672;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;100.0;3.0;2.0;-12.084466699999998;-77.00746459999998;159000.0;
7673;Departamento en Venta Lince, Lima;Lince;65.0;2.0;1.0;-12.0853194;-77.03577610000002;127500.0;
7674;Departamento en Venta Los Olivos, Lima;Los Olivos;260.0;10.0;3.0;-11.97252;-77.07439000000001;250000.0;
7675;Departamento en Venta Eucaliptos, San Isidro, Lima;San Isidro;160.0;3.0;2.0;-12.0983276;-77.04767629999998;280000.0;
7676;Departamento en Venta Av. Circunvalación 5, Santiago De Surco, Lima;Santiago de Surco;118.0;4.0;3.0;-12.167371000000001;-76.99455;160000.0;
7677;Departamento en Venta Surquillo, Lima;Surquillo;90.0;3.0;2.0;-12.115734699999999;-77.01902280000002;123049.0;
7678;Departamento en Venta Madreselva Cdra. 4. 3er. Piso, Santiago De Surco, Lima;Santiago de Surco;183.0;3.0;3.0;-12.120797999999999;-76.97456;380000.0;
7679;Departamento en Venta Barcelona 566-572, Pueblo Libre, Lima;Pueblo Libre;77.0;3.0;2.0;-12.0684815;-77.0674755;111585.0;
7680;Departamento en Venta San Miguel, Lima;San Miguel;51.0;2.0;2.0;-12.0752692;-77.09802830000002;80745.0;
7681;Departamento en Venta Cerros De Camacho Santiago De Surco, Santiago De Surco, Lima;Santiago de Surco;471.0;4.0;4.0;-12.090105;-76.962875;680000.0;
7682;Departamento en Venta Call Vegas Del Condado 225, La Molina, Lima;La Molina;105.0;3.0;3.0;-12.101559199999999;-76.93688250000002;205000.0;
7683;Departamento en Venta Surco, Santiago De Surco, Lima;Santiago de Surco;73.0;3.0;2.0;-12.1416088;-76.99181550000003;98000.0;
7684;Departamento en Venta Av. Pablo Neruda 157 (por Plaza Vea ), Surquillo, Lima;Surquillo;90.0;3.0;3.0;-12.115734699999999;-77.01902280000002;100000.0;
7685;Departamento en Venta Magdalena Del Mar, Lima;Magdalena del Mar;82.0;3.0;2.0;-12.098137699999999;-77.0613677;172200.0;
7686;Departamento en Venta Magdalena Del Mar, Lima;Magdalena del Mar;108.0;3.0;2.0;-12.098137699999999;-77.0613677;198000.0;
7687;Departamento en Venta Magdalena Del Mar, Lima;Magdalena del Mar;108.0;3.0;2.0;-12.098137699999999;-77.0613677;193900.0;
7688;Departamento en Venta Magdalena Del Mar, Lima;Magdalena del Mar;106.0;3.0;2.0;-12.098137699999999;-77.0613677;190400.0;
7689;Departamento en Venta Magdalena Del Mar, Lima;Magdalena del Mar;96.0;3.0;2.0;-12.098137699999999;-77.0613677;195800.0;
7690;Departamento en Venta Magdalena Del Mar, Lima;Magdalena del Mar;108.0;3.0;2.0;-12.098137699999999;-77.0613677;202800.0;
7691;Departamento en Venta Magdalena Del Mar, Lima;Magdalena del Mar;96.0;3.0;2.0;-12.098137699999999;-77.0613677;175500.0;
7692;Departamento en Venta Magdalena Del Mar, Lima;Magdalena del Mar;107.0;3.0;2.0;-12.098137699999999;-77.0613677;229300.0;
7693;Departamento en Venta Magdalena Del Mar, Lima;Magdalena del Mar;96.0;3.0;2.0;-12.098137699999999;-77.0613677;179500.0;
7694;Departamento en Venta Magdalena Del Mar, Lima;Magdalena del Mar;96.0;3.0;2.0;-12.098137699999999;-77.0613677;204400.0;
7695;Departamento en Venta Magdalena Del Mar, Lima;Magdalena del Mar;96.0;3.0;2.0;-12.098137699999999;-77.0613677;171800.0;
7696;Departamento en Venta Magdalena Del Mar, Lima;Magdalena del Mar;117.0;3.0;2.0;-12.098137699999999;-77.0613677;248000.0;
7697;Departamento en Venta Magdalena Del Mar, Lima;Magdalena del Mar;79.0;3.0;2.0;-12.098137699999999;-77.0613677;161800.0;
7698;Departamento en Venta Magdalena Del Mar, Lima;Magdalena del Mar;96.0;3.0;2.0;-12.098137699999999;-77.0613677;179500.0;
7699;Departamento en Venta Magdalena Del Mar, Lima;Magdalena del Mar;117.0;3.0;2.0;-12.098137699999999;-77.0613677;220000.0;
7700;Departamento en Venta Magdalena Del Mar, Lima;Magdalena del Mar;117.0;3.0;2.0;-12.098137699999999;-77.0613677;220000.0;
7701;Departamento en Venta Magdalena Del Mar, Lima;Magdalena del Mar;117.0;3.0;2.0;-12.098137699999999;-77.0613677;215000.0;
7702;Departamento en Venta Magdalena Del Mar, Lima;Magdalena del Mar;117.0;3.0;2.0;-12.098137699999999;-77.0613677;210400.0;
7703;Departamento en Venta Magdalena Del Mar, Lima;Magdalena del Mar;101.0;3.0;2.0;-12.098137699999999;-77.0613677;211500.0;
7704;Departamento en Venta Avenida Rosa Luz Con Antigua Pna. Norte, Puente Piedra, Lima;Puente Piedra;126.0;4.0;2.0;-11.8819647;-77.07167379999999;65000.0;
7705;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;190.0;3.0;3.0;-12.119495293483233;-76.98316185344244;428000.0;
7706;Departamento en Venta Johan Sebastian Bach 221 Dpto 402, Santiago De Surco, Lima;Santiago de Surco;114.0;3.0;2.5;-12.108066800000001;-76.96356540000001;220000.0;
7707;Departamento en Venta Parque Sur, San Isidro, Lima;San Isidro;134.0;1.0;1.5;-12.103676914893365;-77.01278215130793;229238.0;
7708;Departamento en Venta Comas, Lima;Comas;100.0;3.0;2.0;-11.9630452;-77.0578041;80000.0;
7709;Departamento en Venta Calle Cataluña 111 Mz T Lt 19 Urb. Mayorazgo 109, Ate, Lima;Ate;85.0;3.0;2.0;-12.026699800000001;-76.88958430000002;120000.0;
7710;Departamento en Venta La Victoria, Lima;La Victoria;102.0;3.0;1.0;-12.0784592;-77.02080710000001;95900.0;
7711;Departamento en Venta Punta Hermosa, Lima;Punta Hermosa;125.0;3.0;2.0;-12.325610543880416;-76.83432988702714;209785.0;
7712;Departamento en Venta Salamanca Paracas 8vo Piso, Ate, Lima;Ate;70.0;3.0;2.0;-12.0772484;-76.98574500000002;117000.0;
7713;Departamento en Venta Calle Villa Carrillo, Santiago De Surco, Lima;Santiago de Surco;112.0;3.0;2.0;-12.1416088;-76.99181550000003;165000.0;
7714;Departamento en Venta Miraflores, Lima;Miraflores;489.0;3.0;5.0;-12.127432800000001;-77.03436010000001;1350000.0;
7715;Departamento en Venta Tambièn Frente Al Derby Zona 100%residencial .solo 4 Pisos . 2 Dptos Por Piso Precio Incluye Cocheras.listos Para Entregar-, San Borja, Lima;San Borja;145.0;3.0;3.0;-12.097283000000001;-76.9951;272030.0;
7716;Departamento en Venta Ate, Lima;Ate;95.0;3.0;2.0;-12.0552326;-76.9446433;135000.0;
7717;Departamento en Venta Av San Borja Sur, San Borja, Lima;San Borja;183.0;4.0;4.0;-12.100114199999998;-77.01054449999998;349000.0;
7718;Departamento en Venta Calle Galápagos 111 - Los Cedros - Chorrillos, Chorrillos, Lima;Chorrillos;198.0;3.0;3.0;-12.204344715602165;-77.01510212386472;136000.0;
7719;Duplex en Venta Símón Salguero, Santiago De Surco, Lima;Santiago de Surco;134.0;3.0;3.0;-12.1416088;-76.99181550000003;265000.0;
7720;Departamento en Venta Calle Piura, Miraflores, Lima;Miraflores;123.0;3.0;3.0;-12.116219773006975;-77.0378004873657;215000.0;
7721;Penthouse en Venta Angamos 1551, Miraflores, Lima;Miraflores;235.0;3.0;3.5;-12.1106038;-77.04407370000001;690000.0;
7722;Departamento en Venta Miraflores, Lima;Miraflores;90.0;1.0;1.0;-12.113854;-77.0334613;220000.0;
7723;Departamento en Venta Surquillo, Lima;Surquillo;73.0;3.0;2.0;-12.1124658;-77.01451340000001;106543.0;
7724;Departamento en Venta Av. Las Gaviotas Cdra. 17, Santiago De Surco, Lima;Santiago de Surco;135.0;5.0;4.0;-12.0826507;-76.97013290000002;98000.0;
7725;Departamento en Venta X San Borja  Sur, San Borja, Lima;San Borja;150.0;3.0;3.0;-12.0972833;-76.99510409999998;270000.0;
7726;Departamento en Venta Calle Grau, Miraflores, Lima;Miraflores;233.0;3.0;4.0;-12.111061999999999;-77.03159129999999;457000.0;
7727;Departamento en Venta Av Gaviotas   Surco, Santiago De Surco, Lima;Santiago de Surco;72.0;3.0;2.0;-12.1627478;-76.99579419999998;95000.0;
7728;Duplex en Venta Chacarilla, Santiago De Surco, Lima;Santiago de Surco;266.0;3.0;3.0;-12.1416088;-76.99181550000003;550000.0;
7729;Departamento en Venta Miraflores, Lima;Miraflores;178.0;2.0;2.0;-12.121633500000002;-77.01631029999999;654000.0;
7730;Departamento en Venta Miraflores, Lima;Miraflores;243.0;4.0;3.0;-12.111061999999999;-77.03159129999999;730000.0;
7731;Departamento en Venta La Molina, Lima;La Molina;90.0;3.0;3.0;-12.082019599999999;-76.92823399999997;120000.0;
7732;Departamento en Venta Av. Jacaranda, Santiago De Surco, Lima;Santiago de Surco;143.0;4.0;3.0;-12.12419911699431;-76.97499743074951;215000.0;
7733;Departamento en Venta Chacarilla, Santiago De Surco, Lima;Santiago de Surco;163.0;3.0;2.5;-12.1416088;-76.99181550000003;354800.0;
7734;Departamento en Venta Residencial Monterrico, La Molina, Lima;La Molina;110.0;3.0;2.0;-12.069919;-76.96229;205000.0;
7735;Departamento en Venta San Miguel, Lima;San Miguel;55.0;2.0;2.0;-12.0752692;-77.09802830000002;86309.0;
7736;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;129.0;3.0;4.0;-12.126844199999999;-76.97266460000003;242636.0;
7737;Departamento en Venta Las Acacias, Miraflores, Lima;Miraflores;120.0;2.0;2.0;-12.111061999999999;-77.03159129999999;350000.0;
7738;Departamento en Venta Av La Paz, Miraflores, Lima;Miraflores;100.0;2.0;2.0;-12.1269832;-77.0269485;249000.0;
7739;Departamento en Venta Calle Las Moras, Miraflores, Lima;Miraflores;102.0;1.0;2.0;-12.119204;-77.00954;196670.0;
7740;Departamento en Venta Av. 28 De Julio, Miraflores, Lima;Miraflores;65.0;2.0;2.0;-12.129058;-77.023926;200000.0;
7741;Departamento en Venta Av. Santa Rosa Mz E1 Lt 5 Urb. Los Álamos, San Juan De Lurigancho, Lima;San Juan de Lurigancho;70.0;3.0;2.0;-11.9689301;-76.99398359999998;110000.0;
7742;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;195.0;4.0;4.0;-12.115099800000001;-76.98477270000002;476938.0;
7743;Departamento en Venta Los Naranjos, San Isidro, Lima;San Isidro;154.0;3.0;2.0;-12.0942625;-77.04026679999998;390000.0;
7744;Departamento en Venta Campo De Marte, Rambla Brasil, Jesus Maria, Lima;Jesus Maria;92.0;3.0;3.0;-12.0696537;-77.04470570000002;140000.0;
7745;Departamento en Venta Pueblo Libre, Lima;Pueblo Libre;83.0;3.0;2.0;-12.0892268;-77.07805683;133000.0;
7746;Departamento en Venta Villarán 2xx Piso 5 Aurora, Miraflores, Lima;Miraflores;257.0;3.0;3.5;-12.124357;-77.01096239999998;526900.0;
7747;Departamento en Venta Avenida Los Chancas, Santa Anita, Lima;Santa Anita;98.0;2.0;1.0;-12.034582757175762;-76.9532428158081;75000.0;
7748;Departamento en Venta Jr. Moore 172, Magdalena Del Mar, Lima;Magdalena del Mar;59.0;1.0;1.0;-12.095264947939565;-77.0697013208374;80580.0;
7749;Departamento en Venta Cercado De Lima, Lima;Cercado de Lima;97.0;3.0;1.0;-12.0516163;-77.06867849999998;120000.0;
7750;Departamento en Venta Manuel Villavicencio, Lince, Lima;Lince;50.0;1.0;1.0;-12.0853194;-77.03577610000002;160000.0;
7751;Departamento en Venta Magdalena Del Mar, Lima;Magdalena del Mar;85.0;2.0;2.0;-12.098137699999999;-77.0613677;181400.0;
7752;Departamento en Venta Surquillo, Lima;Surquillo;72.0;3.0;2.0;-12.11184557882803;-77.01020040790404;109544.0;
7753;Departamento en Venta Urbanización Neptuno Los Lanceros 680, Santiago De Surco, Lima;Santiago de Surco;112.0;3.0;4.0;-12.0821171;-76.97666350000003;200000.0;
7754;Departamento en Venta Marginal De La Selva, Santiago De Surco, Lima;Santiago de Surco;160.0;3.0;2.0;-12.117542;-76.9932;290000.0;
7755;Departamento en Venta Bre�a, Lima;Bre�a;95.0;3.0;2.0;-12.0593798;-77.05542330000003;88000.0;
7756;Departamento en Venta Camino Real, San Isidro, Lima;San Isidro;363.0;3.0;4.0;-12.102749000000001;-77.03843;981663.0;
7757;Departamento en Venta Cercado De Lima, Lima;Cercado de Lima;137.0;3.0;3.0;-12.0954078;-77.00964449999998;270000.0;
7758;Departamento en Venta Basadre, San Isidro, Lima;San Isidro;154.0;3.0;2.5;-12.0971829;-77.03258499999998;460000.0;
7759;Departamento en Venta San Miguel, Lima;San Miguel;71.0;2.0;2.0;-12.0739614;-77.092104;99417.0;
7760;Departamento en Venta Paralela A Cuadra 6 De Avda. Primavera, San Borja, Lima;San Borja;142.0;3.0;2.5;-12.1098913;-76.98946070000001;360000.0;
7761;Departamento en Venta Aldebaran, Santiago De Surco, Lima;Santiago de Surco;176.0;3.0;3.0;-12.1039095;-76.96833000000001;360000.0;
7762;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;114.0;3.0;3.0;-12.128863699999998;-77.00107870000001;225000.0;
7763;Departamento en Venta Comas, Lima;Comas;77.0;3.0;2.0;-11.9630452;-77.0578041;60000.0;
7764;Departamento en Venta Buenaventura Aguirre No. 103, Barranco, Lima;Barranco;76.0;3.0;3.0;-12.1437266;-77.01902280000002;157653.0;
7765;Departamento en Venta Miraflores, Lima;Miraflores;154.0;3.0;2.0;-12.1212325;-77.02129049999995;425937.0;
7766;Departamento en Venta Magdalena Del Mar, Lima;Magdalena del Mar;108.0;3.0;2.0;-12.098137699999999;-77.0613677;224700.0;
7767;Departamento en Venta Miraflores, Lima;Miraflores;109.0;3.0;2.0;-12.108426199999998;-77.02802259999999;216000.0;
7768;Departamento en Venta Punta Hermosa, Lima;Punta Hermosa;164.0;3.0;3.0;-12.326067;-76.83398009999995;330000.0;
7769;Departamento en Venta Av. Andres Razuri, San Miguel, Lima;San Miguel;100.0;3.0;2.0;-12.077492999999999;-77.09340170000002;119000.0;
7770;Departamento en Venta Camino Real, San Isidro, Lima;San Isidro;363.0;3.0;4.0;-12.102738;-77.03843;967522.0;
7771;Penthouse en Venta Conde De La Vega 1xx Piso 4, Santiago De Surco, Lima;Santiago de Surco;492.0;4.0;4.5;-12.1127398;-76.98115819999998;927000.0;
7772;Departamento en Venta Los Libertadores, San Isidro, Lima;San Isidro;232.0;3.0;3.0;-12.150413499999999;-76.99038669999999;390000.0;
7773;Departamento en Venta Cerros De Camacho, La Molina, Lima;La Molina;295.0;4.0;4.0;-12.091026;-76.96332;520000.0;
7774;Departamento en Venta Calle Ranan Elias, San Isidro, Lima;San Isidro;370.0;4.0;3.5;-12.0971829;-77.03258499999998;1800000.0;
7775;Departamento en Venta Calle Alberto Acosta 146, Santiago De Surco, Lima;Santiago de Surco;180.0;3.0;4.5;-12.1308282;-76.99193350000002;320000.0;
7776;Departamento en Venta Av, Buena Vista, Santiago De Surco, Lima;Santiago de Surco;123.0;3.0;2.0;-12.1416088;-76.99181550000003;220000.0;
7777;Duplex en Venta Miraflores, Lima;Miraflores;305.0;3.0;4.0;-12.115569500000001;-77.0393876;589000.0;
7778;Departamento en Venta Ate, Lima;Ate;95.0;3.0;3.0;-12.0554586;-76.94443310000003;125000.0;
7779;Departamento en Venta Calle Puquina 100, Lima, Lima Departamento;Cercado de Lima;79.0;3.0;2.0;-12.0813789;-77.09408020000002;106843.0;
7780;Departamento en Venta Velasco Astete, Cercado De Lima, Lima;Cercado de Lima;140.0;3.0;3.0;-12.130692;-76.98892;273185.0;
7781;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;114.0;3.0;4.0;-12.126283020755238;-76.98169692645877;210000.0;
7782;Duplex en Venta Espinar, San Isidro, Lima;San Isidro;195.0;4.0;3.0;-12.1024195;-77.0239618;270000.0;
7783;Departamento en Venta Cerros De Camacho, Santiago De Surco, Lima;Santiago de Surco;400.0;4.0;3.0;-12.085392;-76.961784;720000.0;
7784;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;118.0;3.0;4.0;-12.126844199999999;-76.97266460000003;222.0;
7785;Departamento en Venta Calle Bellavista Cdra. 2 - Primer Piso, Santiago De Surco, Lima;Santiago de Surco;220.0;3.0;3.0;-12.124260000000001;-76.97171;379000.0;
7786;Departamento en Venta Jr. Larco Herrera 1230 Magdalena Del Mar, Magdalena Del Mar, Lima;Magdalena del Mar;132.0;3.0;2.0;-12.089973702142998;-77.06487061636358;204900.0;
7787;Departamento en Venta Independencia, Miraflores, Lima;Miraflores;165.0;2.0;4.0;-12.117334;-77.03223;290000.0;
7788;Departamento en Venta Malecon Balta 790, Miraflores, Lima;Miraflores;115.0;2.0;2.0;-12.1241004;-77.03295709999998;322000.0;
7789;Departamento en Venta Miraflores, Lima;Miraflores;140.0;3.0;4.0;-12.108426199999998;-77.02802259999999;317000.0;
7790;Departamento en Venta Salamanca Av. Paracas, Ate, Lima;Ate;116.0;3.0;3.0;-12.026699800000001;-76.88958430000002;165000.0;
7791;Departamento en Venta Calle Las Moras, Miraflores, Lima;Miraflores;100.0;2.0;2.0;-12.119204;-77.00954;200000.0;
7792;Departamento en Venta 10,5 Carretera Central, Ate, Lima;Ate;69.0;3.0;2.0;-12.019983975601905;-76.89851069160159;46519.0;
7793;Departamento en Venta Av. Pacasmayo 3320, San Martin De Porres, Lima;San Martin de Porres;50.0;2.0;1.0;-11.9815573;-77.096882;41900.0;
7794;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;170.0;3.0;3.0;-12.133054;-76.99688709999998;341000.0;
7795;Departamento en Venta Montecasino, Santiago De Surco, Lima;Santiago de Surco;117.0;2.0;2.5;-12.1146455;-76.98221629999999;250000.0;
7796;Departamento en Venta Ramon Zavala - Miraflores, Miraflores, Lima;Miraflores;104.0;3.0;2.0;-12.121203;-77.039;290000.0;
7797;Departamento en Venta Monteflor, Santiago De Surco, Lima;Santiago de Surco;181.0;3.0;2.0;-12.114583999999999;-76.982315;385000.0;
7798;Departamento en Venta San Isidro, Lima;San Isidro;218.0;3.0;4.0;-12.095512;-77.05923589999998;410000.0;
7799;Departamento en Venta Libertadores 7xx Dpto 103, San Isidro, Lima;San Isidro;212.0;2.0;2.5;-12.106154400000001;-77.03804769999998;485000.0;
7800;Duplex en Venta Calle Albacete 278a, Santiago De Surco, Lima;Santiago de Surco;184.0;3.0;3.0;-12.041080000000001;-76.97551779999998;235000.0;
7801;Departamento en Venta Cantuarias Cuadra 3, Piso 14., Miraflores, Lima;Miraflores;93.0;3.0;2.0;-12.121317999999999;-77.02594;210000.0;
7802;Departamento en Venta San Miguel, Lima;San Miguel;40.0;1.0;1.0;-12.0826106;-77.10359570000003;85000.0;
7803;Departamento en Venta Miraflores, Lima;Miraflores;110.0;2.0;2.0;-12.128836220805619;-76.99707987298586;150000.0;
7804;Duplex en Venta Chacarilla, Santiago De Surco, Lima;Santiago de Surco;310.0;3.0;3.5;-12.1416088;-76.99181550000003;625000.0;
7805;Departamento en Venta Surquillo, Lima;Surquillo;107.0;2.0;2.0;-12.1177468;-77.03197840000001;200000.0;
7806;Departamento en Venta Casuarinas, Santiago De Surco, Lima;Santiago de Surco;350.0;4.0;4.0;-12.120341999999999;-76.96863;820000.0;
7807;Departamento en Venta Calle Puquina 1**, San Miguel, Lima;San Miguel;78.0;3.0;2.0;-12.081567199999999;-77.09401689999999;98000.0;
7808;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;208.0;2.0;3.0;-12.12699;-76.98438;445000.0;
7809;Departamento en Venta Fray Angelico 429, San Borja, Lima;San Borja;119.0;3.0;2.0;-12.096038;-76.99323449999997;225000.0;
7810;Departamento en Venta Miraflores, Lima;Miraflores;87.0;2.0;2.0;-12.1217891;-77.03384260000001;148000.0;
7811;Departamento en Venta Monte Real, Santiago De Surco, Lima;Santiago de Surco;126.0;3.0;3.0;-12.1636752;-76.99063180000002;293000.0;
7812;Departamento en Venta La Calera De Monterrico, Surquillo, Lima;Surquillo;70.0;3.0;2.0;-12.113427;-76.99866999999999;110000.0;
7813;Departamento en Venta Pachacamac San Fernando, Lurin, Lima;Lurin;107.0;3.0;2.0;-12.297122;-76.84087199999998;77000.0;
7814;Departamento en Venta Gomez Sanchez, Miraflores, Lima;Miraflores;220.0;3.0;3.0;-12.126674000000001;-77.01078000000001;440000.0;
7815;Departamento en Venta Malecon De La Reserva, Miraflores, Lima;Miraflores;405.0;4.0;4.0;-12.136387;-77.027565;1600000.0;
7816;Departamento en Venta Calle Morales Alpaca - Pueblo Libre, Pueblo Libre, Lima;Pueblo Libre;220.0;4.0;1.0;-12.083683603506687;-77.06298197564088;235000.0;
7817;Departamento en Venta Jr. Larco Herrera 1230 Magdalena Del Mar, Magdalena Del Mar, Lima;Magdalena del Mar;124.0;2.0;2.0;-12.089939697895995;-77.06489207403564;199900.0;
7818;Departamento en Venta Basadre, San Isidro, Lima;San Isidro;204.0;3.0;4.0;-12.109359;-77.03474399999999;591600.0;
7819;Departamento en Venta Comas, Lima;Comas;72.0;2.0;2.0;-11.968651199999998;-77.05860510000002;70000.0;
7820;Proyecto Edificio Foresta;Ate;50.0;1.0;2.0;-12.081232199999999;-77.03378450000002;65726.0;
7821;Departamento en Venta Jr.yungay, Magdalena Del Mar, Lima;Magdalena del Mar;71.0;3.0;2.0;-12.090435300000001;-77.069999;88900.0;
7822;Departamento en Venta Las Uvas, Santiago De Surco, Lima;Santiago de Surco;102.0;2.0;2.0;-12.1368534;-77.00786060000001;145000.0;
7823;Duplex en Venta Calle Shell, Miraflores, Lima;Miraflores;76.0;1.0;2.0;-12.111061999999999;-77.03159129999999;160000.0;
7824;Duplex en Venta Parque De La Bandera, Bre�a, Lima;Bre�a;150.0;4.0;4.0;-12.0598896;-77.04276070000003;190000.0;
7825;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;229.0;3.0;3.0;-12.124867174599645;-76.98098044705198;297000.0;
7826;Departamento en Venta Choquehuanca, San Isidro, Lima;San Isidro;120.0;3.0;3.0;-12.098269;-77.03976999999999;199900.0;
7827;Departamento en Venta Juan Pablo Vizcardo Y Guzman, La Victoria, Lima;La Victoria;96.0;3.0;2.0;-12.079118600000001;-77.01678470000002;120000.0;
7828;Departamento en Venta La Floresta, Santiago De Surco, Lima;Santiago de Surco;318.0;3.0;2.0;-12.117075;-76.987656;515000.0;
7829;Departamento en Venta Olavegoya, Jesus Maria, Lima;Jesus Maria;80.0;3.0;2.0;-12.081549;-77.06551;170000.0;
7830;Departamento en Venta Av. Angamos Oeste 3xx, Miraflores, Lima;Miraflores;98.0;2.0;2.0;-12.114062135055539;-77.0320204534424;138000.0;
7831;Departamento en Venta La Encantada, Chorrillos, Lima;Chorrillos;90.0;4.0;3.0;-12.205032612839206;-77.01002691852095;130000.0;
7832;Duplex en Venta Javier Prado, Magdalena Del Mar, Lima;Magdalena del Mar;140.0;3.0;3.0;-12.044184199999998;-77.10001559999999;188000.0;
7833;Departamento en Venta Parque Bustamante Y Rivero, San Isidro, Lima;San Isidro;100.0;2.0;2.0;-12.046374;-77.04279340000001;200000.0;
7834;Departamento en Venta Precursores, Santiago De Surco, Lima;Santiago de Surco;124.0;3.0;2.0;-12.112767;-76.98590769999998;250000.0;
7835;Departamento en Venta Rey Basadre 100, Magdalena Del Mar, Lima;Magdalena del Mar;159.0;3.0;3.0;-12.093317599999999;-77.06824909999999;165000.0;
7836;Departamento en Venta Calle Valle Riestra, Pueblo Libre, Lima;Pueblo Libre;194.0;4.0;5.0;-12.076151;-77.06961;242805.0;
7837;Departamento en Venta Calle Jose Luis Borges, Chorrillos, Lima;Chorrillos;207.0;3.0;2.0;-12.178071800000001;-77.01297009999995;170000.0;
7838;Departamento en Venta Lince, Lima;Lince;117.0;3.0;3.0;-12.0881242;-77.0460003;215000.0;
7839;Departamento en Venta Av.galvez Barrenechea, San Isidro, Lima;San Isidro;165.0;3.0;2.5;-12.0971829;-77.03258499999998;281000.0;
7840;Departamento en Venta San Miguel, Lima;San Miguel;78.0;3.0;2.0;-12.0746093;-77.09202979999998;104976.0;
7841;Departamento en Venta Chacarrila, Santiago De Surco, Lima;Santiago de Surco;164.0;3.0;2.5;-12.112767;-76.98590769999998;278000.0;
7842;Departamento en Venta San Miguel, Lima;San Miguel;88.0;3.0;2.0;-12.077136;-77.10189400000002;130000.0;
