n_inmuebles;titulo;distrito;area;cuartos;aseos;latitud;longitud;precio;
2252;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;181.0;3.0;4.0;-12.11959273;-76.98707104;426000.0;
2253;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;110.0;3.0;4.0;-12.1307278;-76.98880439999998;280000.0;
2254;Departamento en Venta Ate, Lima;Ate;100.0;3.0;3.0;-12.077463900000001;-76.98712720000003;149900.0;
2255;Departamento en Venta Jesus Maria, Lima;Jesus Maria;67.0;2.0;2.0;-12.067844514538633;-77.04727719184359;110000.0;
2256;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;54.0;2.0;2.0;-12.142510000000001;-77.00566370000001;88000.0;
2257;Departamento en Venta Los Olivos, Lima;Los Olivos;120.0;3.0;3.0;-11.993794614789698;-77.06870287656784;145000.0;
2258;Departamento en Venta San Isidro, Lima;San Isidro;140.0;3.0;2.0;-12.0932666074233;-77.04192667672119;325000.0;
2259;Departamento en Venta Malecon Rivera Norte, San Bartolo, Lima;San Bartolo;128.0;3.0;3.0;-12.3849381;-76.77046419999998;199740.0;
2260;Departamento en Venta Cercado De Lima, Lima;Cercado de Lima;93.0;2.0;2.0;-12.695620101122325;-76.64256239364009;157500.0;
2261;Departamento en Venta San Isidro, Lima;San Isidro;174.0;3.0;3.0;-12.093651916495716;-77.0397511815674;278000.0;
2262;Departamento en Venta La Molina, Lima;La Molina;154.0;4.0;2.0;-12.069948954944225;-76.95891454297487;280000.0;
2263;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;264.0;3.0;5.0;-12.0814714;-76.96020670000001;425000.0;
2264;Departamento en Venta San Borja, Lima;San Borja;109.0;2.0;2.0;-12.0998507;-76.99414389999998;120000.0;
2265;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;114.0;3.0;3.0;-12.1488371;-76.9885855;165000.0;
2266;Departamento en Venta San Isidro, Lima;San Isidro;300.0;3.0;4.0;-12.098291407423556;-77.04807984788509;900000.0;
2267;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;114.0;3.0;3.0;-12.1488371;-76.9885855;165000.0;
2268;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;112.0;3.0;3.0;-12.1488371;-76.9885855;165000.0;
2269;Departamento en Venta San Borja, Lima;San Borja;240.0;4.0;4.0;-12.1028711;-77.01132369999998;410000.0;
2270;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;114.0;3.0;3.0;-12.1488371;-76.9885855;165000.0;
2271;Departamento en Venta Miraflores, Lima;Miraflores;214.0;3.0;2.0;-12.13067674;-77.03188419;953827.0;
2272;Departamento en Venta Miraflores, Lima;Miraflores;212.0;3.0;2.0;-12.13063478;-77.03179836;1019754.0;
2273;Departamento en Venta San Miguel, Lima;San Miguel;62.0;2.0;2.0;-12.0868735;-77.091635;75000.0;
2274;Departamento en Venta Pueblo Libre, Lima;Pueblo Libre;60.0;1.0;1.0;-12.069874;-77.05509603;89000.0;
2275;Departamento en Venta Barranco, Lima;Barranco;90.0;2.0;2.0;-12.13922084;-77.02101519;230000.0;
2276;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;95.0;3.0;2.0;-12.1456268;-76.98277389999998;160000.0;
2277;Departamento en Venta San Isidro, Lima;San Isidro;160.0;3.0;3.0;-12.10652224;-77.01144695;360000.0;
2278;Departamento en Venta Las Dalias 233, Miraflores, Lima;Miraflores;150.0;2.0;2.0;-12.1305372;-77.02893649999999;330000.0;
2279;Departamento en Venta San Juan De Miraflores, Lima;San Juan de Miraflores;108.0;3.0;1.0;-12.16912763;-76.96302652;79000.0;
2280;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;132.0;3.0;2.0;-12.1018432;-76.9743843;265000.0;
2281;Departamento en Venta Los Olivos, Lima;Los Olivos;85.0;3.0;2.0;-12.00264936;-77.0636371;128000.0;
2282;Departamento en Venta El Agustino, Lima;El Agustino;62.0;3.0;2.0;-12.040691;-77.00387439999997;75000.0;
2283;Departamento en Venta Jesus Maria, Lima;Jesus Maria;95.0;3.0;2.0;-12.083139719557837;-77.05158233642578;177491.0;
2284;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;129.0;3.0;2.0;-12.1130356;-76.97858180000003;230000.0;
2285;Departamento en Venta San Isidro, Lima;San Isidro;110.0;2.0;4.0;-12.0942844;-77.04810450000002;268000.0;
2286;Departamento en Venta Miraflores, Lima;Miraflores;157.0;4.0;4.0;-12.1158897;-77.03524170000003;338000.0;
2287;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;135.0;3.0;3.0;-12.109871604771707;-76.96825146675108;238000.0;
2288;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;173.0;3.0;4.0;-12.109847300000002;-76.96814749999999;360000.0;
2289;Departamento en Venta La Molina, Lima;La Molina;104.0;3.0;3.0;-12.101088;-76.93693389999999;169000.0;
2290;Departamento en Venta Magdalena Del Mar, Lima;Magdalena del Mar;99.0;3.0;3.0;-12.102220962268454;-77.05913280382288;180000.0;
2291;Departamento en Venta San Bartolo, Lima;San Bartolo;98.0;2.0;2.0;-12.369757035956745;-76.79480151281155;295000.0;
2292;Departamento en Venta Santa Anita, Lima;Santa Anita;174.0;5.0;3.0;-12.037702281095273;-76.95631388382947;132000.0;
2293;Departamento en Venta Pueblo Libre, Lima;Pueblo Libre;85.0;2.0;2.0;-12.0680868;-77.06373869999999;105000.0;
2294;Departamento en Venta Los Olivos, Lima;Los Olivos;157.0;4.0;3.0;-11.9552671;-77.07486899999998;140000.0;
2295;Departamento en Venta Jesus Maria, Lima;Jesus Maria;80.0;3.0;2.0;-12.06889521788178;-77.04728028518065;138000.0;
2296;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;107.0;3.0;3.0;-12.129208287221816;-76.990074706722;210000.0;
2297;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;188.0;3.0;3.0;-12.1151217;-76.9825247;475000.0;
2298;Departamento en Venta Miraflores, Lima;Miraflores;183.0;3.0;3.0;-12.112032800000001;-77.03122320000001;280000.0;
2299;Departamento en Venta Lince, Lima;Lince;47.0;1.0;1.0;-12.089144500000002;-77.04441539999998;130000.0;
2300;Departamento en Venta San Juan De Lurigancho, Lima;San Juan de Lurigancho;118.0;2.0;3.0;-12.000951835033295;-77.00772128720756;111400.0;
2301;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;74.0;2.0;2.0;-12.117294699999999;-76.99357299999997;180000.0;
2302;Departamento en Venta Los Olivos, Lima;Los Olivos;93.0;3.0;2.0;-12.002654629896504;-77.06321349944459;106800.0;
2303;Departamento en Venta Magdalena Del Mar, Lima;Magdalena del Mar;102.0;3.0;3.0;-12.096479400000002;-77.05883879999998;195000.0;
2304;Departamento en Venta Cercado De Lima, Lima;Cercado de Lima;79.0;3.0;2.0;-12.055453300000002;-77.07749430000001;95000.0;
2305;Departamento en Venta Gerbolini - El Rosedal, Miraflores, Lima;Miraflores;400.0;3.0;4.0;-12.1283481;-77.01306579999998;725000.0;
2306;Departamento en Venta Lince, Lima;Lince;100.0;3.0;3.0;-12.0890561;-77.03630559999998;196000.0;
2307;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;126.0;3.0;3.0;-12.111117742177205;-76.98469094655762;294000.0;
2308;Departamento en Venta Jesus Maria, Lima;Jesus Maria;70.0;2.0;2.0;-12.0828034;-77.05137950000001;135054.0;
2309;Departamento en Venta Jesus Maria, Lima;Jesus Maria;74.0;3.0;2.0;-12.076348027310493;-77.04367123289052;144058.0;
2310;Departamento en Venta San Miguel, Lima;San Miguel;122.0;2.0;3.0;-12.065182778040814;-77.10074255877231;155000.0;
2311;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;121.0;3.0;4.0;-12.130012055425256;-76.98600246309053;210000.0;
2312;Departamento en Venta San Borja, Lima;San Borja;110.0;3.0;2.0;-12.0997214;-76.98048719999997;295000.0;
2313;Departamento en Venta Los Olivos, Lima;Los Olivos;112.0;2.0;1.0;-12.006845;-77.05901429999999;125000.0;
2314;Departamento en Venta San Miguel, Lima;San Miguel;74.0;4.0;2.0;-12.062967800000001;-77.09968509999999;120078.0;
2315;Departamento en Venta Chorrillos, Lima;Chorrillos;60.0;2.0;1.0;-12.2044189;-77.01299019999998;105000.0;
2316;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;138.0;3.0;4.0;-12.1186511;-76.98119429999997;270000.0;
2317;Departamento en Venta La Victoria, Lima;La Victoria;38.0;2.0;1.0;-12.086728192932064;-77.01223401644167;75000.0;
2318;Departamento en Venta Miraflores, Lima;Miraflores;79.0;2.0;2.0;-12.120415300000001;-77.02673729999998;205000.0;
2319;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;72.0;3.0;2.0;-12.1426477;-77.00386659999998;99000.0;
2320;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;167.0;3.0;2.0;-12.0787096;-76.95865750000002;350000.0;
2321;Departamento en Venta Puente Piedra, Lima;Puente Piedra;111.0;3.0;2.0;-11.9098868;-77.07279389999997;66026.0;
2322;Departamento en Venta San Borja, Lima;San Borja;165.0;3.0;4.0;-12.109663000000001;-76.9842926;398000.0;
2323;Departamento en Venta San Borja, Lima;San Borja;158.0;3.0;2.0;-12.10372412;-76.98166696999998;325000.0;
2324;Departamento en Venta Miraflores, Lima;Miraflores;212.0;3.0;2.0;-12.13067674;-77.03184128;1050669.0;
2325;Departamento en Venta Miraflores, Lima;Miraflores;212.0;3.0;2.0;-12.13080261;-77.03179836;907322.0;
2326;Departamento en Venta Miraflores, Lima;Miraflores;212.0;3.0;2.0;-12.13055087;-77.03179836;935238.0;
2327;Departamento en Venta Miraflores, Lima;Miraflores;214.0;3.0;2.0;-12.13071869;-77.03175545;925777.0;
2328;Departamento en Venta Miraflores, Lima;Miraflores;211.0;3.0;2.0;-12.13085505;-77.03199148;1030714.0;
2329;Departamento en Venta Miraflores, Lima;Miraflores;308.0;3.0;3.0;-12.13071869;-77.03171253;1527083.0;
2330;Departamento en Venta Miraflores, Lima;Miraflores;211.0;3.0;2.0;-12.13059282;-77.03179836;1058031.0;
2331;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;300.0;3.0;3.0;-12.1131426;-76.96495959999999;595000.0;
2332;Departamento en Venta Los Olivos, Lima;Los Olivos;70.0;2.0;2.0;-11.9792944;-77.07993299999998;105000.0;
2333;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;73.0;3.0;2.0;12.15907409;76.99594464;89000.0;
2334;Departamento en Venta Surquillo, Lima;Surquillo;92.0;3.0;3.0;-12.11697302;-77.01953126;198000.0;
2335;Departamento en Venta San Bartolo, Lima;San Bartolo;172.0;3.0;3.0;-12.388708300000001;-76.78326418;344000.0;
2336;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;152.0;3.0;3.0;-12.10449598;-76.96944773;299000.0;
2337;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;90.0;3.0;2.0;-12.1105915;-76.97764529999999;164000.0;
2338;Departamento en Venta Magdalena Del Mar, Lima;Magdalena del Mar;112.0;4.0;3.0;-12.09316357;-77.07571858;169900.0;
2339;Departamento en Venta Barranco, Lima;Barranco;80.0;1.0;1.0;-12.13919389;-77.02055454;192500.0;
2340;Departamento en Venta Comas, Lima;Comas;70.0;2.0;1.0;-11.95858341;-77.04711427;70000.0;
2341;Departamento en Venta Pasaje Hermann Hesse / Av. Los Vicus, Santiago De Surco, Lima;Santiago de Surco;145.0;3.0;3.0;-12.135268;-77.00091;175000.0;
2342;Departamento en Venta San Bartolo, Lima;San Bartolo;110.0;3.0;2.0;-12.341894199999999;-76.81580830000001;199000.0;
2343;Departamento en Venta Jesus Maria, Lima;Jesus Maria;65.0;2.0;2.0;-12.0827439;-77.05086030000002;120588.0;
2344;Departamento en Venta Jesus Maria, Lima;Jesus Maria;94.0;3.0;2.0;-12.0827439;-77.05086030000002;172959.0;
2345;Departamento en Venta San Bartolo, Lima;San Bartolo;115.0;3.0;2.0;-12.341894199999999;-76.81580830000001;194000.0;
2346;Departamento en Venta San Borja, Lima;San Borja;191.0;3.0;3.0;-12.10894208;-76.98008537;430000.0;
2347;Departamento en Venta San Isidro, Lima;San Isidro;135.0;2.0;2.0;-12.094470900000001;-77.049533;388355.0;
2348;Departamento en Venta San Bartolo, Lima;San Bartolo;121.0;3.0;2.0;-12.391396;-76.78125959999998;262000.0;
2349;Departamento en Venta San Juan De Miraflores, Lima;San Juan de Miraflores;87.0;3.0;2.0;-12.16480665;-76.96872703999998;110000.0;
2350;Departamento en Venta Magdalena Del Mar, Lima;Magdalena del Mar;84.0;3.0;2.0;-12.092400388068313;-77.07057621506652;124556.0;
2351;Departamento en Venta Magdalena Del Mar, Lima;Magdalena del Mar;105.0;3.0;2.0;-12.0974304;-77.05672190000001;230000.0;
2352;Departamento en Venta Magdalena Del Mar, Lima;Magdalena del Mar;77.0;3.0;2.0;-12.092599712704885;-77.07072641877136;112887.0;
2353;Departamento en Venta San Miguel, Lima;San Miguel;80.0;3.0;2.0;-12.0864729;-77.08071020000001;96038.0;
2354;Departamento en Venta Carabayllo, Lima;Carabayllo;66.0;2.0;2.0;-11.8845105;-77.03519200000001;45000.0;
2355;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;136.0;3.0;3.0;-12.118772;-76.97459900000001;260000.0;
2356;Departamento en Venta Magdalena Del Mar, Lima;Magdalena del Mar;70.0;3.0;2.0;-12.092417432146318;-77.07075027490794;103600.0;
2357;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;62.0;2.0;1.0;-12.1437817;-76.98846170000002;115000.0;
2358;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;108.0;2.0;1.0;-12.203339900000001;-76.933337;120000.0;
2359;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;176.0;2.0;3.0;-12.026268400000001;-77.0591776;290000.0;
2360;Departamento en Venta San Borja, Lima;San Borja;105.0;3.0;2.0;-12.108323754540985;-77.0059303887498;170000.0;
2361;Departamento en Venta Chorrillos, Lima;Chorrillos;96.0;3.0;3.0;-12.1944912;-77.00313;95000.0;
2362;Departamento en Venta Carabayllo, Lima;Carabayllo;104.0;3.0;2.0;-11.854363888593266;-77.04725049395836;57000.0;
2363;Departamento en Venta San Isidro, Lima;San Isidro;139.0;3.0;3.0;-12.0956936;-77.01281460000001;320000.0;
2364;Departamento en Venta San Isidro, Lima;San Isidro;155.0;3.0;3.0;-12.097194199999999;-77.03638160000003;380000.0;
2365;Departamento en Venta Cercado De Lima, Lima;Cercado de Lima;100.0;4.0;3.0;-12.092657899999999;-77.05904220000002;200000.0;
2366;Departamento en Venta La Victoria, Lima;La Victoria;110.0;2.0;3.0;-12.07546731;-77.01578423;83000.0;
2367;Departamento en Venta Chorrillos, Lima;Chorrillos;99.0;3.0;2.0;-77.01602062;12.2120914;103000.0;
2368;Departamento en Venta San Miguel, Lima;San Miguel;68.0;2.0;2.0;-12.0831578;-77.0822713;102041.0;
2369;Departamento en Venta Cercado De Lima, Lima;Cercado de Lima;62.0;3.0;1.0;-12.046374;-77.04279340000001;57023.0;
2370;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;164.0;3.0;2.0;-12.1075912;-76.97773660000001;259000.0;
2371;Departamento en Venta San Isidro, Lima;San Isidro;215.0;3.0;3.0;-12.10644177842344;-77.05376789017464;460000.0;
2372;Departamento en Venta La Victoria, Lima;La Victoria;103.0;3.0;1.0;-12.07691296;-77.02655914;78000.0;
2373;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;155.0;3.0;2.0;-12.10260597;-76.96345568;365000.0;
2374;Penthouse en Venta Jirón Montemar 2xx, Santiago De Surco, Lima;Santiago de Surco;295.0;4.0;4.5;-12.1416088;-76.99181550000003;770000.0;
2375;Departamento en Venta Pueblo Libre, Lima;Pueblo Libre;78.0;3.0;2.0;-12.077910000000001;-77.06833210000002;135000.0;
2376;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;206.0;4.0;4.0;-12.103518600000001;-76.97613180000002;510000.0;
2377;Departamento en Venta Cercado De Lima, Lima;Cercado de Lima;65.0;3.0;2.0;-12.0733119;-77.12411420000002;125000.0;
2378;Departamento en Venta Cercado De Lima, Lima;Cercado de Lima;114.0;3.0;2.0;-12.1306474;-77.02211139999997;230000.0;
2379;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;310.0;4.0;4.0;-12.08069314;-77.0295319;390000.0;
2380;Departamento en Venta San Luis, Lima;San Luis;60.0;3.0;2.0;-12.078490845187874;-77.00203146826175;95000.0;
2381;Departamento en Venta San Borja, Lima;San Borja;138.0;3.0;3.0;-12.092654800000002;-76.98585000000003;349500.0;
2382;Departamento en Venta Miraflores, Lima;Miraflores;96.0;2.0;2.0;-12.1160245;-77.02965110000002;233000.0;
2383;Departamento en Venta Chorrillos, Lima;Chorrillos;91.0;3.0;2.0;-12.1944912;-77.00313;105000.0;
2384;Departamento en Venta Chorrillos, Lima;Chorrillos;107.0;3.0;2.0;-12.1944912;-77.00313;125000.0;
2385;Departamento en Venta Miraflores, Lima;Miraflores;152.0;2.0;3.0;-12.1221174;-77.02724930000001;329900.0;
2386;Departamento en Venta Jesus Maria, Lima;Jesus Maria;96.0;3.0;3.0;-12.0827439;-77.05086030000002;178601.0;
2387;Departamento en Venta Magdalena Del Mar, Lima;Magdalena del Mar;120.0;3.0;2.0;-12.092283199999999;-77.05877069999997;198000.0;
2388;Departamento en Venta Puente Piedra, Lima;Puente Piedra;107.0;3.0;3.0;-11.916572300000002;-77.07408950000001;70000.0;
2389;Departamento en Venta San Juan De Lurigancho, Lima;San Juan de Lurigancho;115.0;4.0;3.0;-12.008046400000001;-77.00880649999998;125000.0;
2390;Departamento en Venta Ate, Lima;Ate;95.0;3.0;2.0;-12.026699800000001;-76.88958430000002;125000.0;
2391;Departamento en Venta Surquillo, Lima;Surquillo;168.0;3.0;3.0;-12.105421;-77.021973;464561.0;
2392;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;112.0;3.0;3.0;-12.106067300000001;-76.96821599999998;210.0;
2393;Departamento en Venta Pueblo Libre, Lima;Pueblo Libre;124.0;6.0;3.0;-12.0736529;-77.05360580000001;169000.0;
2394;Departamento en Venta San Isidro, Lima;San Isidro;68.0;2.0;2.0;-12.0953899;-77.05380130000003;174956.0;
2395;Departamento en Venta Santa Maria Del Mar, Lima;Santa Maria del Mar;325.0;6.0;5.0;-12.40075292;-76.7743814;360000.0;
2396;Departamento en Venta La Molina, Lima;La Molina;99.0;3.0;2.0;-12.10473551;-76.93739533;140000.0;
2397;Departamento en Venta Pueblo Libre, Lima;Pueblo Libre;76.0;2.0;2.0;-12.069874;-77.05509603;111400.0;
2398;Departamento en Venta San Miguel, Lima;San Miguel;42.0;1.0;1.0;-12.074370480815473;-77.10192074799106;61000.0;
2399;Departamento en Venta San Borja, Lima;San Borja;232.0;3.0;3.0;-12.10467494;-76.98171226;650000.0;
2400;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;73.0;3.0;2.0;-12.1380373;-77.00587250000002;127000.0;
2401;Departamento en Venta Carlos Porras Osores, San Isidro, Lima;San Isidro;175.0;3.0;2.5;-12.094634300000001;-77.04946170000001;300000.0;
2402;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;79.0;2.0;2.0;-12.1488371;-76.9885855;110000.0;
2403;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;73.0;3.0;2.0;-12.1383901;-77.00598830000001;89000.0;
2404;Departamento en Venta Magdalena Del Mar, Lima;Magdalena del Mar;149.0;2.0;3.0;-12.0923331;-77.05927459999998;220000.0;
2405;Departamento en Venta San Bartolo, Lima;San Bartolo;85.0;2.0;2.0;-12.341894199999999;-76.81580830000001;134000.0;
2406;Departamento en Venta Magdalena Del Mar, Lima;Magdalena del Mar;93.0;3.0;2.0;-12.095885899999999;-77.06290280000002;190000.0;
2407;Departamento en Venta San Juan De Lurigancho, Lima;San Juan de Lurigancho;84.0;3.0;2.0;-12.0207835;-77.0112863;78031.0;
2408;Departamento en Venta Jesus Maria, Lima;Jesus Maria;94.0;3.0;2.0;-12.0827439;-77.05086030000002;169988.0;
2409;Departamento en Venta Magdalena Del Mar, Lima;Magdalena del Mar;78.0;3.0;3.0;-12.0960431;-77.05956449999995;157000.0;
2410;Departamento en Venta Chorrillos, Lima;Chorrillos;289.0;4.0;5.0;-12.164292157116835;-77.02544436493758;620000.0;
2411;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;86.0;4.0;2.0;-12.164912199999998;-76.98828859999998;96000.0;
2412;Departamento en Venta Av. Diez Canseco, Miraflores, Lima;Miraflores;136.0;3.0;1.0;-12.1221315;-77.02584990000003;200000.0;
2413;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;131.0;3.0;2.0;-12.128003999999999;-76.96790659999998;253700.0;
2414;Departamento en Venta Av. Jacaranda, Santiago De Surco, Lima;Santiago de Surco;155.0;3.0;2.0;-12.1669499;-76.98410469999997;275000.0;
2415;Departamento en Venta San Isidro, Lima;San Isidro;103.0;2.0;3.0;-12.1103398;-77.04532919999997;280000.0;
2416;Departamento en Venta Avenida Pablo Carriquiry, San Isidro, Lima;San Isidro;240.0;3.0;3.5;-12.096208099999998;-77.01839629999999;360000.0;
2417;Departamento en Venta San Borja, Lima;San Borja;254.0;5.0;4.0;-12.097584300000001;-76.99473820000003;275000.0;
